1	2	1	1	1	1	7.5941	90	1	4	1	10	14	384
1	2	1	1	2	2	6.2123	90	2	4	1	10	101	158
1	2	1	1	3	3	4.1527	90	1	1	1	10	67	398
1	2	1	1	4	4	4.2166	90	2	4	1	10	120	80
1	2	1	1	5	5	6.122	90	2	2	1	10	94	225
1	2	1	1	6	6	5.4671	90	2	4	1	10	128	71
1	2	1	1	7	7	3.3526	90	1	2	1	10	38	297
1	2	1	1	8	8	5.445	90	2	4	1	10	119	196
1	2	1	1	9	9	5.5233	90	2	4	1	10	127	179
1	2	1	1	10	10	2.9245	90	1	4	1	10	42	362
1	2	1	1	11	11	5.7973	90	2	4	1	10	103	123
1	2	1	1	12	12	11.195	90	2	3	0	9	83	263
1	2	1	1	13	13	4.3171	90	1	3	1	10	52	310
1	2	1	1	14	14	7.2415	90	2	4	1	9	92	107
1	2	1	1	15	15	5.5833	90	2	3	0	10	79	251
1	2	1	1	16	16	2.56	90	2	4	1	10	117	183
1	2	1	1	17	17	4.0595	90	2	2	1	10	124	246
1	2	1	1	18	18	7.8309	90	1	4	1	10	37	396
1	2	1	1	19	19	4.9778	90	1	1	1	10	61	444
1	2	1	1	20	20	3.3796	90	1	4	1	10	33	405
1	2	2	2	1	21	5.0078	80	2	2	1	10	128	249
1	2	2	2	2	22	6.1365	80	1	3	1	10	60	285
1	2	2	2	3	23	3.8667	80	1	4	1	10	30	387
1	2	2	2	4	24	7.978	80	1	3	1	10	67	288
1	2	2	2	5	25	4.84	80	2	1	0	10	77	55
1	2	2	2	6	26	3.5796	80	1	3	1	10	65	307
1	2	2	2	7	27	5.239	80	1	3	1	10	55	282
1	2	2	2	8	28	5.8876	80	1	4	1	10	25	435
1	2	2	2	9	29	5.6728	80	1	2	1	10	23	283
1	2	2	2	10	30	3.2729	80	2	1	0	10	74	55
1	2	2	2	11	31	3.5601	80	2	3	0	10	71	254
1	2	2	2	12	32	7.1679	80	1	3	1	10	60	279
1	2	2	2	13	33	4.8951	80	1	2	1	10	34	336
1	2	2	2	14	34	3.7136	80	1	4	1	10	43	383
1	2	2	2	15	35	3.0535	80	2	4	1	10	96	184
1	2	2	2	16	36	3.0556	80	2	3	0	10	74	220
1	2	2	2	17	37	3.5116	80	2	2	1	10	114	266
1	2	2	2	18	38	2.831	80	2	2	1	10	118	251
1	2	2	2	19	39	2.5667	80	2	4	1	10	111	190
1	2	2	2	20	40	4.2364	80	1	4	1	10	50	449
1	2	3	3	1	41	3.6443	75	1	1	1	10	57	439
1	2	3	3	2	42	3.7414	75	2	1	0	10	71	175
1	2	3	3	3	43	6.2956	75	2	1	0	8	86	114
1	2	3	3	4	44	2.5592	75	1	2	1	10	14	282
1	2	3	3	5	45	5.4606	75	1	3	1	10	69	343
1	2	3	3	6	46	7.0351	75	2	4	1	6	90	169
1	2	3	3	7	47	4.3955	75	1	3	1	10	54	334
1	2	3	3	8	48	2.0141	75	1	4	1	10	31	476
1	2	3	3	9	49	6.1628	75	2	3	0	9	83	227
1	2	3	3	10	50	3.2932	75	2	2	1	10	109	251
1	2	3	3	11	51	4.9356	75	1	3	1	10	69	328
1	2	3	3	12	52	4.7897	75	1	3	1	10	63	335
1	2	3	3	13	53	5.6168	75	1	4	1	10	20	392
1	2	3	3	14	54	2.9656	75	1	4	1	10	16	461
1	2	3	3	15	55	3.0507	75	2	4	1	10	96	99
1	2	3	3	16	56	4.0959	75	2	1	0	10	78	76
1	2	3	3	17	57	5.5438	75	1	3	1	10	60	318
1	2	3	3	18	58	2.7136	75	1	4	1	10	45	478
1	2	3	3	19	59	6.9825	75	2	4	1	10	94	121
1	2	3	3	20	60	2.7486	75	2	3	0	10	75	247
1	2	4	4	1	61	4.6331	70	1	1	1	10	66	426
1	2	4	4	2	62	4.3029	70	1	3	1	10	63	281
1	2	4	4	3	63	2.9352	70	1	3	1	10	65	277
1	2	4	4	4	64	3.8491	70	2	4	1	6	90	62
1	2	4	4	5	65	3.7439	70	1	2	1	10	40	316
1	2	4	4	6	66	2.2458	70	1	2	1	10	32	309
1	2	4	4	7	67	5.023	70	1	3	1	10	63	321
1	2	4	4	8	68	2.8222	70	1	4	1	10	49	390
1	2	4	4	9	69	1.8187	70	1	4	1	10	11	375
1	2	4	4	10	70	4.0675	70	1	1	1	10	64	357
1	2	4	4	11	71	2.6906	70	1	4	1	10	17	394
1	2	4	4	12	72	3.4739	70	1	4	1	10	14	451
1	2	4	4	13	73	3.482	70	2	1	0	10	77	75
1	2	4	4	14	74	3.9501	70	2	4	1	10	110	95
1	2	4	4	15	75	4.766	70	2	3	0	9	87	246
1	2	4	4	16	76	4.7982	70	2	1	0	8	87	177
1	2	4	4	17	77	4.0537	70	2	1	0	10	82	105
1	2	4	4	18	78	4.525	70	2	1	0	10	72	75
1	2	4	4	19	79	3.3581	70	2	1	0	10	77	99
1	2	4	4	20	80	1.9521	70	1	1	1	10	54	473
